-7.397460937500000000e-01,1.535156250000000000e+00,-6.723632812500000000e-01
-7.617187500000000000e-01,1.543945312500000000e+00,-6.835937500000000000e-01
-7.739257812500000000e-01,1.604492187500000000e+00,-7.182617187500000000e-01
-7.792968750000000000e-01,1.590820312500000000e+00,-7.045898437500000000e-01
-7.504882812500000000e-01,1.533203125000000000e+00,-7.036132812500000000e-01
-7.529296875000000000e-01,1.544921875000000000e+00,-6.870117187500000000e-01
-7.778320312500000000e-01,1.582031250000000000e+00,-6.977539062500000000e-01
-7.548828125000000000e-01,1.537109375000000000e+00,-6.835937500000000000e-01
-7.470703125000000000e-01,1.547851562500000000e+00,-6.777343750000000000e-01
-7.587890625000000000e-01,1.568359375000000000e+00,-7.016601562500000000e-01
-7.333984375000000000e-01,1.521484375000000000e+00,-6.665039062500000000e-01
-7.832031250000000000e-01,1.626953125000000000e+00,-7.197265625000000000e-01
-7.573242187500000000e-01,1.584960937500000000e+00,-7.148437500000000000e-01
-7.592773437500000000e-01,1.555664062500000000e+00,-6.899414062500000000e-01
-7.495117187500000000e-01,1.538085937500000000e+00,-6.850585937500000000e-01
-7.529296875000000000e-01,1.550781250000000000e+00,-6.875000000000000000e-01
-7.338867187500000000e-01,1.518554687500000000e+00,-6.826171875000000000e-01
-7.636718750000000000e-01,1.593750000000000000e+00,-7.119140625000000000e-01
-7.475585937500000000e-01,1.537109375000000000e+00,-6.850585937500000000e-01
-7.460937500000000000e-01,1.551757812500000000e+00,-6.801757812500000000e-01
-7.421875000000000000e-01,1.533203125000000000e+00,-6.821289062500000000e-01
-7.514648437500000000e-01,1.556640625000000000e+00,-6.982421875000000000e-01
-7.465820312500000000e-01,1.541015625000000000e+00,-6.894531250000000000e-01
-7.500000000000000000e-01,1.551757812500000000e+00,-6.962890625000000000e-01
-7.563476562500000000e-01,1.563476562500000000e+00,-6.987304687500000000e-01
-7.543945312500000000e-01,1.549804687500000000e+00,-6.870117187500000000e-01
-7.441406250000000000e-01,1.532226562500000000e+00,-6.816406250000000000e-01
-7.626953125000000000e-01,1.548828125000000000e+00,-6.918945312500000000e-01
-7.636718750000000000e-01,1.577148437500000000e+00,-7.016601562500000000e-01
-7.622070312500000000e-01,1.565429687500000000e+00,-6.967773437500000000e-01
-7.602539062500000000e-01,1.559570312500000000e+00,-6.899414062500000000e-01
-7.407226562500000000e-01,1.545898437500000000e+00,-6.928710937500000000e-01
-7.495117187500000000e-01,1.545898437500000000e+00,-6.870117187500000000e-01
-7.617187500000000000e-01,1.567382812500000000e+00,-7.031250000000000000e-01
-7.578125000000000000e-01,1.541992187500000000e+00,-6.958007812500000000e-01
-7.714843750000000000e-01,1.584960937500000000e+00,-6.977539062500000000e-01
-7.622070312500000000e-01,1.542968750000000000e+00,-6.982421875000000000e-01
-7.451171875000000000e-01,1.526367187500000000e+00,-6.767578125000000000e-01
-7.548828125000000000e-01,1.563476562500000000e+00,-6.904296875000000000e-01
-7.412109375000000000e-01,1.546875000000000000e+00,-7.080078125000000000e-01
-7.514648437500000000e-01,1.538085937500000000e+00,-6.752929687500000000e-01
-7.695312500000000000e-01,1.554687500000000000e+00,-6.875000000000000000e-01
-7.524414062500000000e-01,1.544921875000000000e+00,-6.796875000000000000e-01
-7.348632812500000000e-01,1.544921875000000000e+00,-6.821289062500000000e-01
-7.661132812500000000e-01,1.580078125000000000e+00,-7.036132812500000000e-01
-7.504882812500000000e-01,1.532226562500000000e+00,-6.689453125000000000e-01
-7.695312500000000000e-01,1.586914062500000000e+00,-7.075195312500000000e-01
-7.539062500000000000e-01,1.564453125000000000e+00,-6.899414062500000000e-01
-7.470703125000000000e-01,1.526367187500000000e+00,-6.791992187500000000e-01
-7.578125000000000000e-01,1.564453125000000000e+00,-6.879882812500000000e-01
1.041015625000000000e+00,7.124023437500000000e-01,-1.517578125000000000e+00
1.034179687500000000e+00,7.021484375000000000e-01,-1.507812500000000000e+00
1.041992187500000000e+00,7.084960937500000000e-01,-1.521484375000000000e+00
1.042968750000000000e+00,7.167968750000000000e-01,-1.519531250000000000e+00
1.033203125000000000e+00,7.128906250000000000e-01,-1.510742187500000000e+00
1.028320312500000000e+00,7.099609375000000000e-01,-1.500000000000000000e+00
1.036132812500000000e+00,7.036132812500000000e-01,-1.520507812500000000e+00
1.023437500000000000e+00,7.172851562500000000e-01,-1.484375000000000000e+00
1.031250000000000000e+00,7.163085937500000000e-01,-1.502929687500000000e+00
1.047851562500000000e+00,7.084960937500000000e-01,-1.543945312500000000e+00
1.047851562500000000e+00,7.099609375000000000e-01,-1.512695312500000000e+00
1.014648437500000000e+00,7.143554687500000000e-01,-1.499023437500000000e+00
1.032226562500000000e+00,7.216796875000000000e-01,-1.513671875000000000e+00
1.065429687500000000e+00,7.207031250000000000e-01,-1.540039062500000000e+00
1.031250000000000000e+00,7.045898437500000000e-01,-1.518554687500000000e+00
1.043945312500000000e+00,7.109375000000000000e-01,-1.519531250000000000e+00
1.028320312500000000e+00,7.114257812500000000e-01,-1.507812500000000000e+00
1.025390625000000000e+00,7.231445312500000000e-01,-1.498046875000000000e+00
1.043945312500000000e+00,7.104492187500000000e-01,-1.523437500000000000e+00
9.790039062500000000e-01,5.473632812500000000e-01,-1.402343750000000000e+00
1.010742187500000000e+00,7.045898437500000000e-01,-1.471679687500000000e+00
